id_wikidata	article	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource
Q47359	Protocollo di Kyoto	Diritto e Economia	443	458	17893	17984	11	11	4	4	1	1	1047	5.85	1047	0	0	0	0	19995	19995	2006-11-28	5299	958321	-71	0	0	Kyoto Protocol	
Q473716	Rivoluzione ungherese del 1848	Storia	19	18	10728	10576	5	5	4	4	7	7	694	6.47	694	2	2	0	0	1015	1015	2007-09-08	5015	40158	4	0	0	Hungarian Revolution of 1848	Hungarian Revolution of 1848
Q473746	Congiuntivo	Grammatica italiana	367	392	30123	30118	13	13	0	0	4	4	1078	3.58	1070	0	0	0	0	2195	2117	2006-12-16	5281	793773	-120	0	0		
Q47423	Assemblea generale delle Nazioni Unite	Cittadinanza e costituzione	103	95	32335	32143	0	0	2	2	0	0	689	2.13	737	0	0	0	0	1428	1428	2004-12-06	6021	222987	41	0	0	United Nations General Assembly	Autore:Assemblea Generale delle Nazioni Unite
Q474328	Proposizione dichiarativa	Grammatica italiana	74	72	2590	2590	0	0	0	0	0	0	207	7.99	207	1	1	0	0	49	0	2009-03-11	4465	159579	10	0	0		
Q474628	Coniugazione (linguistica)	Grammatica italiana	78	83	6128	8067	3	1	1	1	1	1	847	13.82	510	0	0	0	0	2584	2514	2007-04-30	5146	169303	-22	0	0		
Q474717	Ordini religiosi cavallereschi	Storia	72	70	25866	25674	53	53	41	40	10	10	3610	13.96	3610	0	0	1	0	8669	8669	2004-12-03	6024	156352	10	0	0	Orders of knighthood	
Q475025	Anfitrione (Plauto)	Letteratura latina	88	88	7455	7373	0	0	1	0	0	0	984	13.20	984	0	0	0	0	314	314	2006-11-17	5310	189901	0	0	0		
Q47506	Compilatore	Informatica	68	69	8632	8551	2	2	2	2	1	1	1288	14.92	1303	0	0	0	0	4981	4981	2003-12-04	6389	147121	-2	0	0	Compilers	
Q475477	Alessandro Tassoni	Letteratura italiana	44	38	47598	46205	35	34	4	4	67	67	1	0.00	1	0	0	0	0	4915	4915	2006-12-09	5288	95683	33	0	0	Alessandro Tassoni	Autore:Alessandro Tassoni
Q47551	Tiziano Vecellio	Storia dell'arte	214	202	105161	104112	143	143	28	28	79	79	1401	1.33	1390	0	0	0	0	50116	49300	2007-09-09	5014	462190	57	0	1	Titian	Autore:Tiziano
Q47574	Unità di misura	Fisica	316	332	11369	10993	1	1	2	1	1	1	1048	9.22	1066	0	0	0	0	4833	4833	2003-12-16	6377	683107	-77	0	0	Units of measure	
Q47607	Structured Query Language	Informatica	159	159	32499	32345	0	0	1	1	1	1	820	2.52	799	1	1	3	1	7667	7667	2003-02-17	6679	344075	4	0	0	Structured Query Language	
Q4763720	Corsa anglo-tedesca agli armamenti navali	Storia	2	2	34165	33837	16	16	8	8	19	19	2307	6.75	2286	0	0	0	0	36	36	2018-07-25	1042	4909	4	0	0		
Q47690	Civiltà babilonese	Storia	250	241	13947	13963	0	0	2	2	2	2	2188	15.69	2188	2	2	0	0	2384	2384	2005-11-07	5685	540442	45	0	0	Babylonia	
Q4774913	Pool (magistratura italiana)	Storia	112	113	6323	6888	6	6	0	0	1	1	355	5.61	954	0	0	0	0	36	36	2005-08-20	5764	242424	-6	0	0		
Q47783	Postmodernismo	Letteratura italiana	160	154	100038	99739	152	151	7	7	62	62	2451	2.45	2451	0	0	0	0	5091	5091	2005-05-21	5855	346088	29	0	0	Postmodernism	
Q477973	Guerra gotica (535-553)	Storia	156	150	122423	122377	165	159	12	12	1	1	1747	1.43	1747	0	0	0	0	9585	9585	2005-09-29	5724	337378	32	1	0	Gothic War (535–553)	
Q479844	Dieta di Roncaglia	Storia	52	46	16080	5418	19	0	1	1	1	1	1117	6.95	951	0	0	0	0	634	634	2007-11-20	4942	112104	26	0	0		
Q48	Asia	Geografia	633	644	17352	17263	5	4	3	3	0	0	644	3.71	661	1	1	0	0	2654	2654	2003-03-11	6657	1368249	-52	0	0	Asia	Asia
Q48103	Momento meccanico	Fisica	233	242	16794	17114	4	4	3	3	0	0	1088	6.48	1305	0	0	0	1	731	731	2006-08-20	5399	504513	-40	0	0	Torque	
Q48204	Associazione (diritto)	Diritto e Economia	166	174	17640	17535	2	2	0	0	2	2	219	1.24	219	0	0	0	0	1595	1595	2005-08-04	5780	358100	-40	0	0	Voluntary associations	
Q48235	Stoicismo	Filosofia	535	539	39772	33703	36	24	6	5	23	23	2792	7.02	2768	0	0	0	0	7804	7804	2005-04-26	5880	1155728	-20	0	0	Stoicism	
Q48244	Mein Kampf	Storia	417	429	40981	43072	46	47	5	5	25	25	566	1.38	875	0	0	0	0	10506	10506	2005-03-26	5911	900904	-61	0	0	Mein Kampf	
Q48297	Parabola (geometria)	Matematica	227	232	28573	28227	1	1	10	10	0	0	686	2.40	686	0	0	0	0	6049	6049	2004-12-07	6020	490832	-25	0	0	Parabolas	
Q48301	Martin Heidegger	Filosofia	333	326	133615	134337	178	179	12	12	44	44	2052	1.54	2041	0	0	0	0	172428	172428	2004-07-28	6152	720463	37	0	0	Martin Heidegger	
Q48314	Battaglia di Waterloo	Storia	531	522	151921	151823	303	303	54	54	20	20	2918	1.92	2899	0	0	0	0	24219	24219	2005-05-30	5846	1147418	42	0	1	Battle of Waterloo	
Q483213	Apparato tegumentario	Biologia	134	131	19951	19944	1	1	2	2	2	2	241	1.21	241	0	0	0	0	1275	1275	2006-12-10	5287	290047	17	0	0	Integumentary system	
Q483261	Unità di massa atomica	Chimica	258	261	10063	9896	7	7	0	0	1	1	1447	14.38	1468	0	0	0	0	245	245	2004-12-08	6019	557477	-16	0	0		
Q4833830	Preposizione	Grammatica italiana	169	182	5980	6024	2	2	0	0	0	0	762	12.74	762	0	0	0	0	83	0	2006-07-03	5447	366255	-61	0	0		
Q483639	Cloud computing	Informatica	394	400	15943	15901	12	12	3	3	1	1	1370	8.59	2718	0	0	0	0	6523	6523	2008-04-10	4800	851942	-28	0	0	Cloud computing	
Q483769	Energia di ionizzazione	Chimica	141	133	28854	28859	0	0	3	3	0	0	1848	6.40	1849	0	0	0	0	37	37	2004-01-09	6353	304639	37	0	0		
Q484152	Stato di ossidazione	Chimica	196	190	6025	6025	2	2	1	1	9	9	685	11.37	685	0	0	0	0	2344	2344	2005-09-20	5733	424230	31	0	0	Oxidation states	
Q484298	Superficie	Matematica	75	78	18633	18633	2	2	39	39	0	0	1390	7.46	1390	0	0	0	0	4156	4156	2004-04-26	6245	162077	-14	0	0	Surfaces	
Q484623	Tavola degli integrali indefiniti di funzioni razionali	Matematica	6	6	5485	5485	0	0	0	0	1	1	5236	95.46	5236	0	0	0	0	339	339	2004-07-01	6179	12625	-2	0	0		
Q484632	Tavola degli integrali indefiniti di funzioni iperboliche	Matematica	7	6	5294	5294	0	0	0	0	1	1	5074	95.84	5074	0	0	0	0	40	40	2004-07-01	6179	15659	4	0	0		
Q484637	Equazione lineare	Matematica	66	63	3671	2752	3	0	0	0	5	5	170	4.63	165	0	1	0	0	279	279	2004-07-31	6149	143236	14	0	0	Linear equations	
Q484652	Organizzazione internazionale	Cittadinanza e costituzione	147	134	21701	21202	2	2	5	4	0	0	843	3.88	576	0	0	0	0	203	203	2003-08-21	6494	318811	65	0	0	International organizations	
Q484847	Commercio elettronico	Diritto e Economia	185	188	37924	25566	31	10	3	2	3	3	942	2.48	927	1	1	0	0	3097	3097	2004-10-13	6075	401020	-14	0	0	Electronic commerce	
Q48493	iOS	Informatica	0	206	135920	128156	202	200	6	5	4	4	3140	2.31	3143	0	0	2	0	14667	14667	2008-07-31	4688	338	0	0	0	IOS (Apple Inc.)	
Q4850939	Anni di piombo	Storia	561	542	67113	69198	47	46	10	10	33	33	1100	1.64	1099	0	0	1	0	57932	111655	2005-07-18	5797	1212371	95	0	0	Years of Lead (Italy)	
Q485100	Analfabetismo	Geografia	113	110	18183	18057	22	20	1	1	0	0	1156	6.36	1156	0	0	0	0	8325	-	2005-11-14	5678	244881	17	0	0	Illiteracy	
Q486598	Quicksort	Informatica	69	70	23393	23368	2	2	2	2	4	4	765	3.27	765	1	1	0	0	6182	6182	2004-11-22	6035	149611	-2	0	0	Quicksort	
Q486831	Guerra romano-siriaca	Storia	22	19	49252	48667	81	81	20	20	16	16	857	1.74	813	0	0	0	0	1326	1326	2009-09-21	4271	48188	14	0	0		
Q487112	Volume molare	Chimica	162	164	3314	3042	0	0	1	0	0	0	541	16.32	378	0	0	0	0	212	212	2004-11-20	6037	351321	-8	0	0		
Q487756	Calore specifico	Fisica	457	479	19509	19214	12	12	1	1	5	5	907	4.65	898	0	0	0	0	3348	3348	2004-07-24	6156	988719	-104	0	0	Heat capacity	
Q488	Bombardamenti atomici di Hiroshima e Nagasaki	Storia	1023	1003	102981	101108	70	74	26	26	29	29	1308	1.27	1295	2	1	2	0	19084	19084	2006-04-30	5511	2211742	105	0	0	Atomic bombings of Hiroshima and Nagasaki	Atomic bombings of Hiroshima and Nagasaki
Q48800454	Battaglia di Normandia	Storia	79	84	104725	104512	114	114	33	31	17	17	4764	4.55	4568	0	0	0	0	30081	30081	2006-10-07	5351	170254	-24	0	1		
Q48800793	Città metropolitana	Cittadinanza e costituzione	288	288	17788	17310	16	16	1	1	15	15	871	4.90	1043	1	0	0	0	83268	82828	2005-10-05	5718	622017	0	0	0		
Q48801296	Comparativo e superlativo degli aggettivi latini	Grammatica latina	13	9	6462	6462	0	0	0	0	4	4	383	5.93	383	1	1	0	0	47	47	2017-07-01	1431	27440	20	0	0		
Q48900	Ludovico Ariosto	Letteratura italiana	426	422	155424	21084	257	11	58	7	15	15	1462	0.94	516	0	0	0	0	20778	15013	2006-12-09	5288	920084	21	0	0	Ludovico Ariosto	Autore:Ludovico Ariosto
Q48922	Orlando furioso	Letteratura italiana	639	629	150889	146552	35	27	14	12	3	3	3043	2.02	3054	0	0	2	0	21089	21089	2004-07-26	6154	1382146	53	0	0	Orlando Furioso	Opera:Orlando furioso
Q4897191	Triangolo scaleno	Matematica	75	77	5179	5179	0	0	1	1	0	0	588	11.35	588	1	1	0	0	40	40	2006-04-10	5531	162279	-10	0	0		
Q49	America del Nord	Geografia	231	222	42952	43007	13	13	23	24	6	6	3338	7.77	3312	0	0	0	0	10551	9934	2003-01-07	6720	499122	44	0	0	North America	North America
Q49008	Numero primo	Matematica	710	738	88738	88734	98	98	17	17	28	28	2126	2.40	2126	0	0	0	0	79417	79417	2003-05-26	6581	1535908	-132	0	1	Prime numbers	
Q4916	Euro	Cittadinanza e costituzione	917	952	68053	67466	98	98	40	40	3	3	4515	6.63	4326	1	1	0	0	97056	97056	2003-06-28	6548	1982508	-168	0	0	Euro	Euro
Q491689	Evaporite	Scienze della Terra	24	25	5098	5098	0	0	1	1	0	0	316	6.20	316	0	0	0	0	626	626	2007-07-30	5055	51748	-4	0	0	Evaporite	
Q492173	Miracolo economico italiano	Letteratura italiana	269	264	39591	39827	2	2	6	6	5	5	661	1.67	661	1	1	14	0	3470	3470	2006-06-19	5461	582033	26	0	0		
Q49389	Turismo	Geografia	225	232	42250	38137	16	14	13	13	10	10	4915	11.63	814	2	2	0	0	11238	-	2002-03-18	7015	486585	-35	0	0	Tourism	
Q494603	Piccola circolazione	Scienze	134	128	2025	2024	0	0	1	1	0	0	1731	85.48	1730	1	1	0	0	891	891	2007-07-20	5065	289882	33	0	0	Pulmonary circulation	
Q4948	Repubblica di Venezia	Storia	605	592	121501	118178	167	172	41	36	19	19	5549	4.57	4519	0	0	0	0	114235	114188	2004-08-16	6133	1309056	70	0	0	Republic of Venice	Autore:Repubblica di Venezia
Q4951	Corte di giustizia dell'Unione europea	Cittadinanza e costituzione	179	184	23630	22643	9	8	1	1	0	0	1299	5.50	1153	0	0	0	0	544	544	2004-04-24	6247	386108	-26	0	0	Court of Justice of the European Union	Autore:Corte di Giustizia Europea
Q495300	Andrea Zanzotto	Letteratura italiana	67	67	97290	97222	67	67	4	5	27	27	542	0.56	542	0	0	0	2	10837	10101	2004-09-23	6095	145099	3	0	0	Andrea Zanzotto	
Q495423	Lapillo	Scienze della Terra	29	3	1322	21	0	0	1	0	0	0	1021	77.23	18	1	0	0	0	49	0	2005-11-13	5679	61787	-2	0	0	Lapilli	
Q497173	Ossiacidi	Chimica	91	86	5887	5770	2	2	15	14	0	0	1188	20.18	1188	1	1	0	0	790	790	2004-05-30	6211	196889	23	0	0	Oxoacids	
Q497743	Economia circolare	Cittadinanza e costituzione	138	117	18742	11149	16	8	1	1	0	0	1916	10.22	462	1	1	0	0	5533	3875	2015-10-28	2043	298356	105	0	0	Circular economy	
Q499327	Maschile	Grammatica italiana	7	7	1214	1214	0	0	0	0	0	0	902	74.30	902	0	0	0	0	83	0	2007-08-28	5026	14495	-1	0	0		
Q49974	Equilibrio di Hardy-Weinberg	Biologia	64	63	6211	6212	2	2	1	1	0	0	4454	71.71	4455	0	0	0	0	266	266	2012-06-19	3269	138269	6	0	0	Hardy–Weinberg law	
Q50020	John Stuart Mill	Filosofia	115	113	28283	21671	10	3	5	5	24	24	1076	3.80	2	0	0	0	0	174	174	2005-06-16	5829	248561	9	0	0	John Stuart Mill	Autore:John Stuart Mill
Q50380212	Galleggiante (fisica)	Fisica	4	4	1258	986	1	0	1	0	0	0	895	71.14	788	1	1	0	0	36	36	2008-03-06	4835	8035	-2	0	0		
Q504	Émile Zola	Letteratura italiana	392	384	96171	94521	140	140	24	25	17	17	1714	1.78	1	0	0	0	0	11277	11277	2005-05-04	5872	848314	42	0	0	Émile Zola	Autore:Émile Zola
Q5043	Cristianesimo	Storia	802	797	51137	50681	27	27	14	15	27	27	1026	2.01	1025	0	0	0	0	57822	57563	2003-08-18	6497	1734794	28	0	0	Christianity	
Q5051	Aggettivo possessivo	Grammatica italiana	112	122	1503	1538	0	0	0	0	1	1	1277	84.96	1349	0	0	0	0	1586	1507	2007-04-03	5173	242119	-47	0	0		
Q5055020	Disuguaglianza economica	Geografia	74	68	59084	57173	54	52	4	4	43	43	1222	2.07	1222	0	0	8	0	8084	-	2012-07-07	3251	159907	28	0	0	Economic inequality	
Q506	Fiore	Scienze	263	276	11188	11195	1	1	5	5	0	0	1804	16.12	1811	0	0	0	0	4790	4790	2005-04-22	5884	569022	-62	0	0	Flowers	Flowers
Q506623	Polarità	Chimica	274	273	4257	4257	0	0	2	2	1	1	1686	39.61	1686	0	0	0	0	3121	3121	2008-12-08	4558	592867	5	0	0		
Q50695	Funzione quadratica	Matematica	15	13	12829	12828	3	3	6	6	1	1	1874	14.61	1874	0	0	0	0	4053	4053	2010-10-21	3876	33061	9	0	0	Quadratic functions	
Q50698	Equazione algebrica	Matematica	19	20	2810	2810	0	0	0	0	15	15	278	9.89	278	0	0	0	0	1156	1156	2004-07-30	6150	41914	-1	0	0		
Q50701	Variabile (matematica)	Matematica	25	25	3731	3710	2	2	0	0	1	1	614	16.46	614	1	1	0	0	40	40	2006-03-11	5561	53940	1	0	0		
Q50708	Divisore	Matematica	69	74	13191	13194	0	0	0	0	0	0	913	6.92	914	1	1	0	0	2517	2517	2005-05-29	5847	149155	-24	0	0		
Q507738	Materia di Bretagna	Letteratura italiana	61	23	22573	31	1	0	5	0	0	0	758	3.36	28	0	0	0	0	1905	0	2006-10-11	5347	132488	78	0	0	Arthurian legend	
Q5082128	Dispositivo mobile	Informatica	37	34	18663	18651	7	7	1	1	2	2	1435	7.69	1423	0	0	0	0	2670	2670	2012-05-18	3301	79046	13	0	0	Handheld devices	
Q5086	Muro di Berlino	Storia	1693	1771	46176	46327	27	27	11	11	25	25	2719	5.89	2791	0	0	0	0	37999	37999	2004-02-14	6317	3659704	-383	0	0	Berlin Wall	Berlin Wall
Q50868	Lingua egizia	Storia	76	77	63842	63847	37	37	2	2	4	4	1558	2.44	1558	0	0	0	0	6547	6547	2005-10-05	5718	164520	-2	0	0	Egyptian language	
Q509504	Franco Fortini	Letteratura italiana	65	64	84471	84336	6	6	1	1	14	14	130	0.15	131	1	1	0	0	4317	4317	2005-09-21	5732	140867	7	0	0		
Q51	Antartide	Geografia	727	737	43828	43665	36	36	24	23	4	4	1337	3.05	1336	0	0	0	1	11517	11517	2003-09-28	6456	1572388	-45	0	0	Antarctica	Antarctica
Q510621	Jacopo Sannazaro	Letteratura italiana	43	42	17545	15101	6	4	4	4	8	8	399	2.27	397	0	0	0	0	2520	2520	2005-02-16	5949	91978	4	0	0	Jacopo Sannazaro	Autore:Jacopo Sannazaro
Q5107	Continente	Geografia	595	587	34143	33801	21	20	10	9	5	5	330	0.97	249	4	4	0	0	32891	32891	2003-09-06	6478	1285601	40	0	0	Continents	Continents
Q5107861	Età comunale	Storia	147	104	47612	47451	14	14	6	6	5	5	1692	3.55	1712	1	1	0	0	5933	5933	2006-12-13	5284	316819	212	0	0		
Q51122	Risorgimento	Storia	785	799	265011	263835	295	294	63	63	48	48	2063	0.78	1932	0	0	0	0	207266	206338	2004-01-02	6360	1697375	-65	0	0	Italian Risorgimento	
Q5113	Aves	Scienze	268	264	55701	18	22	22	48	48	0	0	2931	5.26	2761	4	0	0	0	16385	0	2006-11-23	5304	578718	17	0	0	Aves	Aves
Q51178	Dei sepolcri	Letteratura italiana	343	332	32301	32187	10	10	8	8	0	0	1873	5.80	1873	1	1	0	0	1871	1871	2006-11-21	5306	741092	56	0	0		
Q51189	Arturo Martini	Storia dell'arte	36	37	21367	20485	25	25	6	6	14	14	251	1.17	251	0	0	0	0	2479	2479	2006-03-09	5563	77584	-7	0	0	Arturo Martini	
Q514423	Repubblica Napoletana (1799)	Storia	139	136	40816	33644	16	13	15	15	22	22	2248	5.51	2192	0	0	1	0	629	629	2005-08-30	5754	300225	13	0	0	Parthenopean Republic	
Q515	Città	Geografia	315	320	74625	74600	5	5	32	32	15	15	823	1.10	823	0	0	0	0	10254	-	2004-10-19	6069	681578	-24	0	0	Cities	
Q5151	Mese	Scienze della Terra	342	-	5040	-	3	-	2	-	-	-	964	19.13	-	0	-	0	0	276	-	2004-11-22	6035	739790	109	0	0	Months	
Q5157342	Pensiero computazionale	Tecnologia	24	20	1414	1328	1	1	1	1	0	0	917	64.85	898	1	0	0	0	82	82	2017-11-04	1305	52537	23	0	0		
Q51648	Grande Scisma	Storia	321	317	35341	30522	5	5	7	5	16	16	5140	14.54	4960	1	1	3	0	5303	5227	2006-01-02	5629	693874	23	0	0	East–West Schism	
Q51649	Prima crociata	Storia	268	256	83182	81698	88	88	31	21	3	3	4348	5.23	3152	0	0	0	0	13925	13925	2004-12-01	6026	579226	58	0	0	First Crusade	
Q5167679	Dissoluzione dell'Unione Sovietica	Storia	195	189	20896	20640	12	12	8	7	2	2	1554	7.44	1560	1	1	2	0	1753	1753	2009-06-30	4354	421513	32	0	0	Collapse of the Soviet Union	
Q517	Napoleone Bonaparte	Storia	2134	2084	162083	161046	218	217	96	93	49	49	3374	2.08	5443	0	0	0	0	88724	88189	2003-02-16	6680	4614502	258	1	0	Napoleon I of France	Autore:Napoleone Bonaparte
Q517408	Amore e Psiche (Canova)	Storia dell'arte	410	412	13868	13903	12	12	5	5	4	4	287	2.07	287	0	0	0	0	1516	1516	2005-10-30	5693	885355	-12	0	0	Psyche revived by the kiss of Love (Louvre)	
Q52	Wikipedia	Informatica	2853	3107	71056	73715	57	61	12	13	28	28	1373	1.93	1245	0	0	1	1	1854	40475	2003-05-04	6603	6168557	-1244	0	0	Wikipedia	Wikipedia
Q52062	Paesi nordici	Geografia	124	132	8068	6853	15	0	2	2	0	0	511	6.33	511	1	1	0	0	0	0	2006-04-22	5519	267344	-40	0	0	The Nordic region	
Q520878	Flessibilità lavorativa	Diritto e Economia	55	56	14407	14407	1	1	0	0	0	0	305	2.12	305	0	0	0	0	4933	4933	2006-11-26	5301	119487	-5	0	0		
Q52090	Borghesia	Storia	219	217	9405	9576	11	11	1	0	0	0	623	6.62	623	0	0	0	0	3438	3438	2004-02-18	6313	474498	12	0	0	Bourgeoisie	
Q52109	Geomorfologia	Scienze della Terra	41	41	9477	9448	0	0	3	3	4	4	743	7.84	743	0	0	0	0	49	49	2005-04-24	5882	89425	0	0	0	Geomorphology	
Q521191	Alberto Arbasino	Letteratura italiana	95	100	35224	34937	29	29	6	6	57	57	462	1.31	462	0	0	0	0	8674	7285	2006-04-18	5523	206165	-20	0	0	Alberto Arbasino	
Q521868	Guerra civile romana (83-82 a.C.)	Storia	80	74	25057	25041	42	42	2	2	9	9	959	3.83	969	0	0	0	0	1156	1156	2008-01-27	4874	173077	31	0	0		
Q523	Stella	Scienze della Terra	452	449	171696	171485	173	173	38	38	29	29	4032	2.35	4227	0	0	0	0	28473	27731	2003-08-31	6484	976919	18	0	1	Stars	Star
Q52418	Attacco di Pearl Harbor	Storia	888	889	122498	122781	152	152	28	28	17	17	3256	2.66	4390	0	0	0	0	37500	36473	2005-11-12	5680	1920021	-3	0	1	Pearl Harbor attack	Pearl Harbor
Q524447	Stendardo di Ur	Storia	151	143	5531	5531	3	3	4	4	2	2	922	16.67	924	0	0	0	0	1168	1168	2008-12-07	4559	327492	40	0	0		
Q525	Sole	Scienze della Terra	958	963	158410	157617	169	169	36	36	31	31	4903	3.10	4953	0	0	0	0	66403	65665	2003-05-09	6598	2071024	-22	0	1	Sun	Sun
Q5254619	Algoritmo iterativo	Informatica	16	16	7631	7616	0	0	0	0	0	0	470	6.16	470	1	1	0	0	41	41	2006-07-27	5423	33908	-3	0	0		
Q52834234	Azienda	Diritto e Economia	248	255	21856	21731	2	2	1	0	0	0	1321	6.04	1205	2	2	0	0	9197	9197	2003-07-07	6539	537221	-32	0	0		
Q52847	Comunità economica europea	Storia	243	231	14138	14006	0	0	0	0	0	0	1121	7.93	1104	1	0	0	0	2681	2681	2005-09-13	5740	525788	62	0	0	European Economic Community	
Q529146	Giuseppe Parini	Letteratura italiana	303	300	23901	22983	21	18	5	4	31	31	178	0.74	178	0	0	0	0	4353	4353	2006-01-02	5629	656010	18	0	0	Giuseppe Parini	Autore:Giuseppe Parini
Q5292	Enciclopedia	Storia	249	208	64775	62704	27	26	14	14	15	15	2787	4.30	2548	0	0	0	0	11546	11546	2002-08-29	6851	538741	205	0	0	Encyclopedias	
Q5295	RAM	Informatica	473	463	12940	13001	0	0	5	5	0	0	527	4.07	556	1	1	0	0	1910	1910	2003-02-28	6668	1023598	53	0	0	RAM	RAM
Q5300	CPU	Informatica	488	470	29178	27761	5	3	4	4	1	1	1680	5.76	1649	1	1	0	0	12509	12509	2004-06-01	6209	1055142	91	0	0	Microprocessors	
Q536814	Libertà negativa	Cittadinanza e costituzione	32	30	7332	7326	12	12	2	2	4	4	1739	23.72	1733	0	0	0	0	4497	4497	2009-04-26	4419	68447	8	0	0		
Q5369651	Fonte (storiografia)	Storia	85	80	22873	22874	24	24	5	5	2	2	1882	8.23	1882	0	0	0	0	1135	1135	2015-01-09	2335	182886	22	0	0		
Q538	Oceania	Geografia	544	548	18603	17717	4	3	5	6	1	1	1129	6.07	1123	1	1	0	0	1708	1514	2003-09-28	6456	1176272	-16	0	0	Oceania	Oceania
Q53859	Configurazione elettronica	Chimica	258	247	14938	14847	3	3	2	2	1	1	219	1.47	205	0	0	0	0	2993	2993	2004-01-18	6344	557802	56	0	0	Electron configurations	
Q53860	Orbitale atomico	Chimica	217	215	21657	20986	7	7	49	49	5	5	1305	6.03	1268	0	0	0	0	11917	11917	2004-08-24	6125	469061	8	0	0	Orbitals	
Q53875	Parallelismo (geometria)	Matematica	25	27	3861	3705	0	0	0	0	0	0	625	16.19	607	1	1	0	0	1810	1810	2005-12-26	5636	54565	-8	0	0		
Q5402094	Regni romano-germanici	Storia	58	41	34458	32169	5	5	8	8	6	6	1929	5.60	1893	2	2	0	0	826	329	2005-05-06	5870	124606	84	0	0		
Q54050	Collina	Geografia	232	232	14028	13583	6	5	7	7	1	1	885	6.31	1308	1	1	0	0	1290	-	2005-07-03	5812	501824	0	0	0	Hills	
Q540912	Industria alimentare	Storia	69	69	6882	16760	0	1	4	4	0	0	561	8.15	1042	2	2	0	0	183	183	2007-09-22	5001	149081	-2	0	0	Food industry	
Q540978	Seconda guerra d'indipendenza italiana	Storia	269	254	62726	62242	93	93	38	38	7	7	2660	4.24	2632	0	0	0	0	14241	14241	2005-11-06	5686	580500	70	0	0	Second Italian War of Independence	
Q5409928	Storia dell'Unione Sovietica (1985-1991)	Storia	16	17	11731	11711	3	3	0	0	3	3	2	0.02	2	1	1	0	0	4424	4424	2004-03-12	6290	34250	-5	0	0		
Q54111	Architettura neoclassica	Storia dell'arte	127	125	116614	116506	144	144	79	79	25	25	2790	2.39	2789	0	0	0	0	91963	91963	2006-09-02	5386	274692	11	0	1	Neoclassical architecture	
Q541880	Leggi razziali fasciste	Storia	617	599	85467	82368	64	62	12	11	38	38	1498	1.75	1512	1	0	0	0	180886	180310	2004-04-19	6252	1333419	92	0	0		
Q541961	Punto di discontinuità	Matematica	62	62	8211	8211	4	4	3	3	0	0	1763	21.47	1763	0	0	0	0	1948	1948	2004-04-15	6256	134973	2	0	0		
Q542036	Dolce stil novo	Letteratura italiana	489	472	12691	12157	4	4	0	0	0	0	1231	9.70	1049	0	0	0	0	11121	11121	2006-12-12	5285	1057427	87	0	0		
Q542039	Battista Guarini	Letteratura italiana	10	9	24796	22135	14	13	6	5	31	31	320	1.29	1	0	0	0	0	50	50	2007-07-04	5081	21288	3	0	0	Giovanni Battista Guarini	Autore:Battista Guarini
Q54277	Videoscrittura	Informatica	49	47	10822	10778	5	5	0	0	0	0	1110	10.26	1110	0	0	0	0	4979	4979	2005-06-28	5817	106063	10	0	0	Word processors	
Q542929	Prodotto (chimica)	Chimica	15	15	1299	1063	1	0	0	0	0	0	998	76.83	0	1	0	0	0	37	0	2007-06-16	5099	31538	-3	0	0		
Q5432	Francisco Goya	Storia dell'arte	356	360	45586	41716	34	34	11	11	8	8	2947	6.46	1	0	0	0	0	21337	21337	2007-07-15	5070	768658	-23	0	0	Francisco de Goya y Lucientes	Francisco de Goya
Q544	Sistema solare	Scienze della Terra	1272	1269	76715	76093	95	95	27	26	0	0	2502	3.26	2374	0	0	0	0	58037	58037	2007-09-13	5010	2749814	20	0	0	Solar System	Solar System
Q5442839	Femminismo in Italia	Storia	22	19	23393	23642	24	25	11	11	10	10	1024	4.38	1317	0	0	0	0	3530	3526	2017-04-19	1504	48161	19	0	0	Feminism in Italy	
Q5447188	Soluzione (chimica)	Chimica	211	-	16174	-	6	-	3	-	-	-	1869	11.56	-	0	-	0	0	952	-	2004-09-27	6091	456760	36	0	0	Solutions	
Q545449	Guerra in Iraq	Storia	264	235	116575	116392	100	101	21	21	6	6	8248	7.08	8175	4	4	0	0	64145	64145	2005-10-26	5697	570454	141	0	0	Iraq War	Iraq War
Q5456	Ande	Geografia	189	192	26091	25914	4	5	19	19	1	1	1972	7.56	2044	1	1	0	0	4387	4387	2006-11-29	5298	407580	-18	0	0	Andes	Andes
Q546297	Cristo morto (Mantegna)	Storia dell'arte	145	143	17201	11532	10	11	5	5	4	4	1108	6.44	1108	0	0	0	0	5694	5694	2006-12-01	5296	312495	10	0	0	Lamentation of Christ by Mantegna	
Q547858	Comitato di Liberazione Nazionale	Storia	187	181	19033	17842	14	14	2	2	10	10	1309	6.88	1449	0	0	1	0	7648	7648	2003-02-23	6673	403988	27	0	0	Comitato di Liberazione Nazionale	
Q548470	Supino	Grammatica latina	65	65	4220	4220	0	0	0	0	0	0	403	9.55	403	0	0	0	0	47	47	2010-04-18	4062	140314	0	0	0		
