ISTAT	Titolo	lat	lon	RipartizioneN	Ripartizione	Regione	Provincia	Capoluogo	Sigla	Popolazione	pDim	svg	jpg	png	gif	tif	mAltri	nNum	bDim	bNum	mNum	mSezioni	mDim	mImm	qTipo	aNum	C	Correggere	Curiosità	D	E	F	NN	Organizzare	P	Recentismo	S	Senza fonte	Tmp	W
73029	Statte	40.56666667	17.2	4	Sud	Puglia	Taranto	0	TA	13529	20317	6	6	4	0	0	0	2	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6167	Stazzano	44.72728	8.86846	1	Nord-ovest	Piemonte	Alessandria	0	AL	2387	8548	8	2	3	0	0	0	9	0	0	1	Musei	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46030	Stazzema	43.99305556	10.31055556	3	Centro	Toscana	Lucca	0	LU	2996	11713	9	2	3	0	0	0	17	0	0	1	Monumenti e luoghi d'interesse	296	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
13218	Stazzona (Italia)	46.13879	9.27524	1	Nord-ovest	Lombardia	Como	0	CO	617	6571	8	0	2	0	0	0	20	0	0	1	Monumenti e luoghi d'interesse	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102043	Stefanaconi	38.66666667	16.11666667	4	Sud	Calabria	Vibo Valentia	0	VV	2399	7152	8	0	3	0	0	0	2	0	0	1	Monumenti e luoghi d’interesse	867	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
9058	Stella (Italia)	44.39689722	8.493313889	1	Nord-ovest	Liguria	Savona	0	SV	2960	31595	10	10	3	0	0	0	18	126	1	1	Monumenti e luoghi d'interesse	4,328	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65144	Stella Cilento	40.23333333	15.1	4	Sud	Campania	Salerno	0	SA	689	5133	8	4	1	1	0	0	1	0	0	0		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
9059	Stellanello	44.00118333	8.055052778	1	Nord-ovest	Liguria	Savona	0	SV	839	16644	8	7	3	0	0	0	22	482	2	1	Monumenti e luoghi d'interesse	2,879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21095	Stelvio	46.59767	10.5458	2	Nord-est	Trentino-Alto Adige/Südtirol	Bolzano/Bozen	0	BZ	1150	11817	11	2	0	1	0	0	7	854	3	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
22182	Stenico	46.05	10.85	2	Nord-est	Trentino-Alto Adige/Südtirol	Trento	0	TN	1205	8440	9	2	2	0	0	0	11	0	0	1	Monumenti e luoghi d'interesse	1,826	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75080	Sternatia	40.21666667	18.23333333	4	Sud	Puglia	Lecce	0	LE	2218	31417	11	16	2	0	0	0	39	338	4	1	Monumenti e luoghi d'interesse	14,600	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16207	Stezzano	45.65083333	9.652777778	1	Nord-ovest	Lombardia	Bergamo	0	BG	13299	25694	10	13	3	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	11,636	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
29045	Stienta	44.93333333	11.55	2	Nord-est	Veneto	Rovigo	0	RO	3153	3583	8	1	3	0	0	0	1	118	1	1	Monumenti e luoghi d'interesse	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77027	Stigliano	40.4	16.23333333	4	Sud	Basilicata	Matera	0	MT	3914	18838	10	1	2	0	0	0	14	2,034	17	2	Monumenti e luoghi d'interesse|Arte pubblica	3,969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80091	Stignano	38.41666667	16.46666667	4	Sud	Calabria	Reggio Calabria	0	RC	1318	11769	10	16	2	0	0	0	5	503	4	1	Monumenti e luoghi d'interesse	4,245	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80092	Stilo (Italia)	38.48333333	16.46666667	4	Sud	Calabria	Reggio Calabria	0	RC	2499	38666	13	31	3	0	0	0	39	869	4	1	Monumenti e luoghi d'interesse	5,143	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
57066	Stimigliano	42.3	12.56666667	3	Centro	Lazio	Rieti	0	RI	2317	17988	9	4	3	0	0	0	7	147	1	1	Monumenti e luoghi d'interesse	3,142	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90089	Stintino	40.937799	8.227644	5	Isole	Sardegna	Sassari	0	SS	1581	14413	10	5	4	0	0	0	7	473	2	1	Monumenti e luoghi d'interesse	1,994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65145	Stio	40.3102	15.25153	4	Sud	Campania	Salerno	0	SA	802	9219	13	1	1	1	0	0	1	0	0	1	Monumenti e luoghi d'interesse	931	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
71054	Stornara	41.28333333	15.76666667	4	Sud	Puglia	Foggia	0	FG	5721	3913	10	0	2	0	0	0	8	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71055	Stornarella	41.25	15.73333333	4	Sud	Puglia	Foggia	0	FG	5252	4232	9	0	1	0	0	0	8	130	1	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
22183	Storo	45.84888889	10.58027778	2	Nord-est	Trentino-Alto Adige/Südtirol	Trento	0	TN	4579	35287	8	3	4	0	0	0	5	0	0	1	Monumenti e luoghi d'interesse	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27039	Stra	45.41666667	12.25	2	Nord-est	Veneto	Venezia	0	VE	7666	8369	8	1	2	0	0	0	4	0	0	2	Monumenti e luoghi d'interesse|Musei	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18153	Stradella	45.08333333	9.3	1	Nord-ovest	Lombardia	Pavia	0	PV	11650	9933	11	5	2	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	60	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1268	Strambinello	45.41666667	7.766666667	1	Nord-ovest	Piemonte	Torino	0	TO	270	3472	9	1	3	0	0	0	8	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1269	Strambino	45.38333333	7.883333333	1	Nord-ovest	Piemonte	Torino	0	TO	6198	6815	12	2	4	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	862	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
60075	Strangolagalli	41.60075	13.4918	3	Centro	Lazio	Frosinone	0	FR	2371	12445	8	4	3	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	2,737	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
30111	Stregna	46.12694444	13.57722222	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	327	20994	11	2	2	0	0	0	25	1,041	5	1	Monumenti e luoghi d'interesse	1,992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22184	Strembo	46.11666667	10.75	2	Nord-est	Trentino-Alto Adige/Südtirol	Trento	0	TN	592	2561	10	1	2	0	0	0	1	0	0	1	Monumenti e luoghi d'interesse	226	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
103064	Stresa	45.88333333	8.516666667	1	Nord-ovest	Piemonte	Verbano-Cusio-Ossola	0	VB	4816	16468	16	10	3	0	0	0	12	0	0	1	Monumenti e luoghi d'interesse	1,780	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6168	Strevi	44.69916667	8.522777778	1	Nord-ovest	Piemonte	Alessandria	0	AL	1910	5528	7	4	3	0	0	0	7	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63081	Striano	40.81666667	14.56666667	4	Sud	Campania	Napoli	0	NA	8781	29891	7	17	3	0	0	0	5	1,478	7	1	Monumenti e luoghi di interesse	1,973	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96065	Strona (Italia)	45.63119	8.12021	1	Nord-ovest	Piemonte	Biella	0	BI	1052	5740	9	2	0	0	0	0	4	0	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
55031	Stroncone	42.5	12.66666667	3	Centro	Umbria	Terni	0	TR	4766	8110	10	1	2	0	0	0	1	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
101025	Strongoli	39.26666667	17.06666667	4	Sud	Calabria	Crotone	0	KR	6424	37196	8	3	3	0	0	0	29	0	0	1	Testimonianze storiche: edifici, monumenti, reperti e luoghi d'interesse	12,369	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2142	Stroppiana	45.23111111	8.454722222	1	Nord-ovest	Piemonte	Vercelli	0	VC	1180	2786	8	2	2	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4224	Stroppo	44.5	7.133333333	1	Nord-ovest	Piemonte	Cuneo	0	CN	101	5973	7	3	4	0	0	0	13	0	0	1	Monumenti e luoghi d'interesse	912	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
16208	Strozza	45.76666667	9.583333333	1	Nord-ovest	Lombardia	Bergamo	0	BG	1068	10912	10	1	3	0	0	0	4	0	0	1	Monumenti e luoghi d'interesse	5,023	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
64104	Sturno	41.01666667	15.1	4	Sud	Campania	Avellino	0	AV	3011	18165	11	10	2	0	0	0	9	300	2	1	Monumenti e luoghi d'interesse	9,257	5	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
18154	Suardi (Italia)	45.05	8.716666667	1	Nord-ovest	Lombardia	Pavia	0	PV	616	5526	8	0	2	0	0	0	2	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
51037	Subbiano	43.58	11.87222222	3	Centro	Toscana	Arezzo	0	AR	6394	7214	6	2	3	0	0	0	12	0	0	1	Monumenti e luoghi d'interesse	915	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
58103	Subiaco	41.93333333	13.1	3	Centro	Lazio	Roma	0	RM	8800	11867	12	7	3	0	0	0	8	0	0	1	Monumenti e luoghi d'interesse	2,472	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
61090	Succivo	40.96666667	14.25	4	Sud	Campania	Caserta	0	CE	8681	4693	9	2	1	1	0	0	0	0	0	1	Monumenti e luoghi d'interesse	200	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
97077	Sueglio	46.08533	9.333333	1	Nord-ovest	Lombardia	Lecco	0	LC	153	3140	7	1	2	0	0	0	1	0	0	1	Chiese	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111088	Suelli	39.5616328	9.1318703	5	Isole	Sardegna	Sud Sardegna	0	SU	1100	5783	7	2	1	0	0	0	1	473	2	1	Monumenti e luoghi d'interesse	390	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97078	Suello	45.81666667	9.316666667	1	Nord-ovest	Lombardia	Lecco	0	LC	1771	3128	9	0	2	0	0	0	3	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16209	Suisio	45.65	9.5	1	Nord-ovest	Lombardia	Bergamo	0	BG	3820	10636	8	3	3	0	0	0	5	0	0	1	Monumenti e luoghi d'interesse	1,713	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
108042	Sulbiate	45.61666667	9.416666667	1	Nord-ovest	Lombardia	Monza e della Brianza	0	MB	4363	18394	11	5	2	0	0	0	2	0	0	1	Luoghi d'interesse	13,110	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
66098	Sulmona	42.048025	13.926198	4	Sud	Abruzzo	L'Aquila	0	AQ	23326	149603	18	81	2	0	0	0	31	528	3	3	Monumenti e luoghi d'interesse|Musei|Arte	91,715	59	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
17182	Sulzano	45.68333333	10.1	1	Nord-ovest	Lombardia	Brescia	0	BS	1963	19415	10	8	3	0	0	0	14	204	1	1	Monumenti e luoghi d'interesse	5,329	1	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0
12124	Sumirago	45.7393	8.7808	1	Nord-ovest	Lombardia	Varese	0	VA	6095	8423	8	0	2	0	0	0	9	0	0	1	Monumenti e luoghi d'interesse	717	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
64105	Summonte	40.95	14.75	4	Sud	Campania	Avellino	0	AV	1525	10507	9	5	3	0	0	0	1	0	0	1	Monumenti e luoghi d'interesse	4,182	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
95087	Suni	40.2808353	8.5501957	5	Isole	Sardegna	Oristano	0	OR	1032	3977	10	1	1	0	0	0	1	473	2	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3143	Suno	45.63333333	8.533333333	1	Nord-ovest	Piemonte	Novara	0	NO	2731	7290	7	2	2	0	0	0	12	0	0	2	Monumenti e luoghi d'interesse|Musei	1,747	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75081	Supersano	40.01666667	18.25	4	Sud	Puglia	Lecce	0	LE	4296	30994	9	14	3	0	0	0	31	1,072	4	1	Monumenti e luoghi d'interesse	13,748	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60076	Supino (Italia)	41.61666667	13.23333333	3	Centro	Lazio	Frosinone	0	FR	4828	21488	9	5	3	0	0	0	21	0	0	1	Monumenti e luoghi d'interesse	7,059	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75082	Surano	40.03333333	18.35	4	Sud	Puglia	Lecce	0	LE	1592	33266	9	9	1	0	0	0	18	341	3	1	Monumenti e luoghi d'interesse	18,837	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75083	Surbo	40.4	18.13333333	4	Sud	Puglia	Lecce	0	LE	14944	29000	9	12	2	0	0	0	38	490	5	1	Monumenti e luoghi d'interesse	12,098	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1270	Susa (Italia)	45.133333	7.05	1	Nord-ovest	Piemonte	Torino	0	TO	6173	26147	11	23	3	0	0	0	6	3,575	14	1	Monumenti e luoghi d'interesse	7,813	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26083	Susegana	45.85	12.25	2	Nord-est	Veneto	Treviso	0	TV	11832	15947	7	7	8	0	0	0	3	644	6	1	Monumenti e luoghi d'interesse	1,628	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
20064	Sustinente	45.0686865	11.0217468	1	Nord-ovest	Lombardia	Mantova	0	MN	2048	8073	10	3	3	0	0	0	6	218	2	1	Monumenti e luoghi d'interesse	1,413	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
85020	Sutera	37.5244	13.73527778	5	Isole	Sicilia	Caltanissetta	0	CL	1299	14686	9	7	3	0	0	0	10	0	0	3	Monumenti e luoghi d'interesse|Monumenti e luoghi d'interesse|Museo Etnoantropologico di Sutera	8,484	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56049	Sutri	42.24777778	12.21583333	3	Centro	Lazio	Viterbo	0	VT	6591	22573	12	13	2	0	0	0	7	1,514	12	1	Monumenti e luoghi d'interesse	1,651	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
30112	Sutrio	46.51388889	12.99027778	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	1267	7279	10	4	2	0	0	0	5	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49020	Suvereto	43.08333333	10.68333333	3	Centro	Toscana	Livorno	0	LI	3044	12352	9	5	4	0	0	0	5	0	0	2	Monumenti e luoghi d'interesse|Musei	2,539	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20065	Suzzara	44.99266	10.74941	1	Nord-ovest	Lombardia	Mantova	0	MN	21294	99059	13	25	5	0	0	0	166	2,409	13	1	Monumenti e luoghi d'interesse	20,576	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
97079	Taceno	46.01666667	9.366666667	1	Nord-ovest	Lombardia	Lecco	0	LC	535	4738	8	2	2	0	0	0	2	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95064	Tadasuni	40.11027778	8.883611111	5	Isole	Sardegna	Oristano	0	OR	148	6865	7	1	1	0	0	0	3	473	2	1	Monumenti e luoghi d'interesse	1,031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8059	Taggia	43.84385833	7.850927778	1	Nord-ovest	Liguria	Imperia	0	IM	14034	24045	10	3	3	0	0	0	17	0	0	1	Monumenti e luoghi d'interesse	3,378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66099	Tagliacozzo	42.06944444	13.25472222	4	Sud	Abruzzo	L'Aquila	0	AQ	6607	48744	12	24	2	0	0	0	62	3,490	19	2	Monumenti e luoghi d'interesse|Musei	10,475	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29046	Taglio di Po	45	12.21666667	2	Nord-est	Veneto	Rovigo	0	RO	8135	9518	8	3	4	0	0	0	2	1,712	13	2	Monumenti e luoghi d'interesse|Parrocchie	1,055	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6169	Tagliolo Monferrato	44.63916667	8.666944444	1	Nord-ovest	Piemonte	Alessandria	0	AL	1538	6134	6	6	3	0	0	0	7	0	0	1	Monumenti e luoghi d'interesse	580	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
25059	Taibon Agordino	46.3	12.01666667	2	Nord-est	Veneto	Belluno	0	BL	1742	25429	8	9	4	0	0	0	3	167	1	1	Monumenti e luoghi d'interesse	1,722	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12125	Taino (Italia)	45.76666667	8.616666667	1	Nord-ovest	Lombardia	Varese	0	VA	3676	8244	7	1	2	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	1,832	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
30113	Taipana	46.25	13.33333333	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	565	13923	10	3	1	0	0	0	4	0	0	1	Monumenti e luoghi d'interesse	8,156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99027	Talamello	43.90485	12.28635556	2	Nord-est	Emilia-Romagna	Rimini	0	RN	1079	6762	14	1	2	0	0	0	10	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
14063	Talamona	46.13333333	9.616666667	1	Nord-ovest	Lombardia	Sondrio	0	SO	4684	16275	10	1	1	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	2,917	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
91088	Talana	40.0424663	9.4968224	5	Isole	Sardegna	Nuoro	0	NU	975	7050	8	0	3	0	0	0	5	473	2	1	Monumenti e luoghi d'interesse	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16210	Taleggio (Italia)	45.9	9.56667	1	Nord-ovest	Lombardia	Bergamo	0	BG	546	10136	9	5	3	0	0	0	4	275	1	1	Monumenti e luoghi d'interesse	2,004	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51038	Talla	43.60277778	11.78805556	3	Centro	Toscana	Arezzo	0	AR	999	8574	9	1	3	0	0	0	5	0	0	1	Monumenti e luoghi d'interesse	207	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
30114	Talmassons	45.93333333	13.11666667	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	3966	3681	10	0	2	0	0	0	4	610	6	1	Monumenti e luoghi d'interesse	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25060	Tambre	46.13333333	12.41666667	2	Nord-est	Veneto	Belluno	0	BL	1306	4995	9	0	3	0	0	0	9	0	0	1	Monumenti e luoghi d'interesse	183	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
83097	Taormina	37.85	15.3	5	Isole	Sicilia	Messina	0	ME	10844	50386	15	23	2	0	0	0	51	2,402	11	1	Monumenti e luoghi d'interesse	5,320	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0
57067	Tarano	42.35	12.6	3	Centro	Lazio	Rieti	0	RI	1413	3323	6	2	2	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69089	Taranta Peligna	42.01666667	14.16666667	4	Sud	Abruzzo	Chieti	0	CH	352	29818	8	7	3	0	0	0	19	1,548	12	1	Monumenti e luoghi d'interesse	10,985	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4225	Tarantasca	44.5	7.55	1	Nord-ovest	Piemonte	Cuneo	0	CN	2153	8000	7	2	3	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73027	Taranto	40.41805556	17.24083333	4	Sud	Puglia	Taranto	1	TA	195227	159044	23	32	4	0	0	2	59	1,908	14	1	Monumenti e luoghi d'interesse	67,592	8	0	4	1	0	1	0	0	1	0	0	0	0	0	1	0	0
30116	Tarcento	46.21666667	13.21666667	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	8919	12353	15	9	2	0	0	0	5	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56050	Tarquinia	42.24916667	11.75611111	3	Centro	Lazio	Viterbo	0	VT	16410	35129	13	11	3	0	0	0	24	145	1	2	Monumenti e luoghi d'interesse|Arte	5,604	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
78145	Tarsia (Italia)	39.61666667	16.26666667	4	Sud	Calabria	Cosenza	0	CS	1948	3161	5	0	3	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14064	Tartano	46.11666667	9.683333333	1	Nord-ovest	Lombardia	Sondrio	0	SO	195	3055	9	1	1	0	0	0	1	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
30117	Tarvisio	46.5	13.56666667	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	4140	24828	13	12	2	0	0	0	20	0	0	1	Monumenti e luoghi d'interesse	2,301	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26084	Tarzo	45.9725	12.23388889	2	Nord-est	Veneto	Treviso	0	TV	4270	9361	7	4	4	0	0	0	5	0	0	2	Monumenti e luoghi d'interesse|Parrocchie	3,138	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6170	Tassarolo	44.72944444	8.7725	1	Nord-ovest	Piemonte	Alessandria	0	AL	617	6206	5	7	3	0	0	0	8	0	0	1	Monumenti e luoghi d'interesse	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64106	Taurano	40.88333333	14.63333333	4	Sud	Campania	Avellino	0	AV	1513	11155	8	6	3	0	0	0	1	0	0	1	Monumenti e luoghi d'interesse	2,531	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
64107	Taurasi	41	14.95	4	Sud	Campania	Avellino	0	AV	2277	7938	8	1	3	0	0	0	3	127	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80093	Taurianova	38.35	16.01666667	4	Sud	Calabria	Reggio Calabria	0	RC	15280	60473	11	30	4	0	0	0	36	0	0	1	Monumenti e luoghi d'interesse	13,478	26	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
75084	Taurisano	39.95	18.16666667	4	Sud	Puglia	Lecce	0	LE	11658	35934	13	12	3	0	0	0	48	1,528	11	1	Monumenti e luoghi d'interesse	14,295	7	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
30118	Tavagnacco	46.13333333	13.21666667	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	14865	14901	10	1	2	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1271	Tavagnasco	45.55	7.816666667	1	Nord-ovest	Piemonte	Torino	0	TO	774	5086	8	4	2	0	0	0	9	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98056	Tavazzano con Villavesco	45.32833333	9.4075	1	Nord-ovest	Lombardia	Lodi	0	LO	5960	15816	8	7	2	0	0	0	13	0	0	1	Monumenti e luoghi d'interesse	2,281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70077	Tavenna	41.91666667	14.76666667	4	Sud	Molise	Campobasso	0	CB	640	6971	6	1	3	0	0	0	11	589	8	1	Monumenti e luoghi d'interesse	1,274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79146	Taverna (Italia)	39.01666667	16.58333333	4	Sud	Calabria	Catanzaro	0	CZ	2562	16363	10	7	1	0	0	0	21	611	4	1	Monumenti e luoghi d'interesse	6,943	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13222	Tavernerio	45.8	9.15	1	Nord-ovest	Lombardia	Como	0	CO	5755	13306	10	1	2	0	0	0	47	0	0	1	Monumenti e luoghi d'interesse	4,014	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16211	Tavernola Bergamasca	45.71666667	10.05	1	Nord-ovest	Lombardia	Bergamo	0	BG	2018	18351	9	3	4	0	0	0	13	378	3	1	Monumenti e luoghi d'interesse	2,933	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17183	Tavernole sul Mella	45.74618	10.23952	1	Nord-ovest	Lombardia	Brescia	0	BS	1250	4295	9	2	2	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	377	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
75085	Taviano	39.98333333	18.08333333	4	Sud	Puglia	Lecce	0	LE	11805	27491	21	10	2	0	0	0	30	855	7	1	Monumenti e luoghi d'interesse	8,844	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96066	Tavigliano	45.61666667	8.05	1	Nord-ovest	Piemonte	Biella	0	BI	919	8295	8	4	2	0	0	0	16	0	0	1	Monumenti e luoghi d'interesse	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41064	Tavoleto	43.84586944	12.5925	3	Centro	Marche	Pesaro e Urbino	0	PU	859	6555	11	1	3	0	0	0	31	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
41065	Tavullia	43.898	12.75319444	3	Centro	Marche	Pesaro e Urbino	0	PU	7900	5861	8	1	3	0	0	0	10	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76087	Teana	40.12777778	16.15527778	4	Sud	Basilicata	Potenza	0	PZ	568	11031	9	4	3	0	0	0	0	0	0	1	Chiesa Madre	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61091	Teano	41.25	14.06666667	4	Sud	Campania	Caserta	0	CE	11952	56500	18	9	4	0	0	0	44	361	5	2	Monumenti e luoghi d'interesse|Musei	11,152	4	0	4	0	0	1	0	0	1	0	1	0	0	0	1	0	0
65146	Teggiano	40.38333333	15.53333333	4	Sud	Campania	Salerno	0	SA	7616	18860	12	9	1	1	0	0	16	0	0	2	Monumenti e luoghi d'interesse|Musei	3,959	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
14065	Teglio	46.16666667	10.06666667	1	Nord-ovest	Lombardia	Sondrio	0	SO	4524	15044	11	10	1	0	0	0	4	213	2	1	Luoghi d'interesse	2,814	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
